lakeid,trans,dist,setdate,coldate,andate,daysout,trayweight,dw_tray,dw,fract_bgch,fract_smch,fract_simu,bgch,smch,simu,comments,
myv,kal,150,2014-06-22,2014-07-05,2014-07-05,13,996,1050,54,NA,NA,NA,NA,NA,NA,,
myv,non,5,2014-06-22,2014-07-05,2014-07-05,13,991,1529,538,NA,NA,NA,NA,NA,NA,,
myv,non,50,2014-06-22,2014-07-05,2014-07-05,13,1008,1103,95,NA,NA,NA,NA,NA,NA,,
myv,non,150,2014-06-22,2014-07-05,2014-07-05,13,1290,1340,50,NA,NA,NA,NA,NA,NA,,
myv,skf,20,2014-06-22,2014-07-05,2014-07-05,13,1023,1093,70,NA,NA,NA,NA,NA,NA,,
myv,skf,50,2014-06-22,2014-07-05,2014-07-05,13,1001,1043,42,1,1,1,0,403,0,,
myv,skf,200,2014-06-22,2014-07-05,2014-07-05,13,1001,1008,7,1,1,1,1,34,0,,
myv,skf,350,2014-06-22,2014-07-05,2014-07-05,13,1024,1036,12,NA,NA,NA,NA,NA,NA,,
myv,vin,5,2014-06-22,2014-07-05,2014-07-05,13,1024,1083,59,NA,NA,NA,NA,NA,NA,,
myv,vin,50,2014-06-22,2014-07-05,2014-07-05,13,1005,1063,58,NA,NA,NA,NA,NA,NA,,
myv,vin,150,2014-06-22,2014-07-05,2014-07-05,13,1010,1060,50,NA,NA,NA,NA,NA,NA,,
myv,btl,5,2014-07-05,2014-07-19,2014-07-19,14,1005,1131,126,1,1,1,0,1098,1,,
myv,btl,50,2014-07-05,2014-07-19,2014-07-19,14,1010,1188,178,0.5,0.5,0.5,0,945,0,,
myv,btl,150,2014-07-05,2014-07-19,2014-07-19,14,993,1054,61,1,1,1,0,591,0,,
myv,flg,5,2014-07-05,2014-07-19,2014-07-19,14,995,1459,464,1,0.5,1,1,1840,2,,
myv,flg,50,2014-07-05,2014-07-19,2014-07-19,14,1013,1524,511,1,0.1,1,4,368,0,,
myv,flg,150,2014-07-05,2014-07-19,2014-07-19,14,1018,1210,192,0.5,0.5,0.5,1,842,0,,
myv,flg,500,2014-07-05,2014-07-19,2014-07-19,14,1022,1081,59,1,1,1,1,560,0,,
myv,hag,5,2014-07-05,2014-07-19,2014-07-19,14,1012,1116,104,1,1,1,0,683,3,,
myv,hag,50,2014-07-05,2014-07-19,2014-07-19,14,1001,1224,223,0.5,0.5,0.5,0,1046,0,,
myv,hag,150,2014-07-05,2014-07-19,2014-07-19,14,1004,1058,54,1,1,1,0,256,1,,
myv,hag,500,2014-07-05,2014-07-19,2014-07-19,14,994,1000,6,1,1,1,0,55,1,,
myv,kal,5,2014-07-05,2014-07-19,2014-07-19,14,1048,1495,447,0.1,0.1,0.1,0,360,0,,
myv,kal,50,2014-07-05,2014-07-19,2014-07-19,14,1008,1238,230,1,0.5,1,0,401,0,,
myv,kal,150,2014-07-05,2014-07-19,2014-07-19,14,1006,1140,134,1,1,1,0,1332,1,,
myv,non,5,2014-07-05,2014-07-19,2014-07-19,14,1009,1461,452,1,0.1,1,0,485,0,,
myv,non,50,2014-07-05,2014-07-19,2014-07-19,14,991,1165,174,0.5,0.5,0.5,1,678,0,,
myv,non,150,2014-07-05,2014-07-19,2014-07-19,14,1004,1065,61,1,1,1,0,509,1,,
myv,skf,20,2014-07-05,2014-07-19,2014-07-19,14,1017,1179,162,0.5,0.5,0.5,0,707,0,,
myv,skf,50,2014-07-05,2014-07-19,2014-07-19,14,990,1113,123,1,1,1,0,1458,0,,
myv,skf,200,2014-07-05,2014-07-19,2014-07-19,14,1005,1028,23,1,1,1,0,186,1,,
myv,skf,350,2014-07-05,2014-07-19,2014-07-19,14,1345,1377,32,1,1,1,2,222,2,,
myv,vin,5,2014-07-05,2014-07-19,2014-07-19,14,1029,1310,281,1,0.5,0.5,0,1030,2,,
myv,vin,50,2014-07-05,2014-07-19,2014-07-19,14,988,1465,477,1,0.1,1,0,594,0,,
myv,vin,150,2014-07-05,2014-07-19,2014-07-19,14,1338,1499,161,1,0.5,1,0,715,2,,
myv,btl,5,2014-07-19,2014-08-03,2014-08-04,15,NA,NA,NA,1,0.1,1,0,417,0,,
myv,btl,50,2014-07-19,2014-08-03,2014-08-04,15,NA,NA,NA,1,0.1,1,2,534,0,,
myv,btl,150,2014-07-19,2014-08-03,2014-08-04,15,NA,NA,NA,1,0.1,1,0,324,0,,
myv,flg,5,2014-07-19,2014-08-03,2014-08-04,15,NA,NA,NA,1,0.5,1,0,642,0,,
myv,flg,50,2014-07-19,2014-08-03,2014-08-04,15,NA,NA,NA,1,1,1,3,1258,2,,
myv,flg,150,2014-07-19,2014-08-03,2014-08-04,15,NA,NA,NA,1,1,1,1,575,0,,
myv,flg,500,2014-07-19,2014-08-03,2014-08-04,15,NA,NA,NA,1,1,1,1,302,0,,
myv,hag,5,2014-07-19,2014-08-03,2014-08-04,15,NA,NA,NA,1,0.5,1,0,838,18,,
myv,hag,50,2014-07-19,2014-08-03,2014-08-04,15,NA,NA,NA,1,0.1,1,0,469,0,,
myv,hag,150,2014-07-19,2014-08-03,2014-08-04,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,sample lost in field,
myv,hag,500,2014-07-19,2014-08-03,2014-08-04,15,NA,NA,NA,1,1,1,0,96,1,some of sample lost in field,
myv,kal,5,2014-07-19,2014-08-03,2014-08-04,15,NA,NA,NA,1,0.5,1,1,1088,0,,
myv,kal,50,2014-07-19,2014-08-03,2014-08-04,15,NA,NA,NA,1,0.1,1,0,316,0,,
myv,kal,150,2014-07-19,2014-08-03,2014-08-04,15,NA,NA,NA,1,0.5,1,2,886,0,,
myv,non,5,2014-07-19,2014-08-03,2014-08-04,15,NA,NA,NA,1,0.1,1,0,1220,0,,
myv,non,50,2014-07-19,2014-08-03,2014-08-04,15,NA,NA,NA,1,0.1,1,1,435,0,,
myv,non,150,2014-07-19,2014-08-03,2014-08-04,15,NA,NA,NA,1,0.5,1,1,514,0,,
myv,skf,20,2014-07-19,2014-08-03,2014-08-04,15,NA,NA,NA,1,0.5,1,1,1160,0,,
myv,skf,50,2014-07-19,2014-08-03,2014-08-04,15,NA,NA,NA,1,0.5,1,0,973,0,,
myv,skf,200,2014-07-19,2014-08-03,2014-08-04,15,NA,NA,NA,1,1,1,3,189,0,,
myv,skf,350,2014-07-19,2014-08-03,2014-08-04,15,NA,NA,NA,1,1,1,14,293,0,,
myv,vin,5,2014-07-19,2014-08-03,2014-08-04,15,NA,NA,NA,1,0.1,1,0,308,0,,
myv,vin,50,2014-07-19,2014-08-03,2014-08-04,15,NA,NA,NA,1,0.1,1,0,316,0,,
myv,vin,150,2014-07-19,2014-08-03,2014-08-04,15,NA,NA,NA,1,0.5,1,0,634,0,,
hel,hel1,5,2015-06-06,2015-06-11,2015-06-12,5,NA,NA,NA,1,1,1,6,0,1,,
hel,hel1,50,2015-06-06,2015-06-11,2015-06-12,5,NA,NA,NA,1,1,1,2,0,0,,
hel,hel1,150,2015-06-06,2015-06-11,2015-06-12,5,NA,NA,NA,1,1,1,0,4,1,,
hel,hel1,500,2015-06-06,2015-06-11,2015-06-12,5,NA,NA,NA,1,1,1,1,2,3,,
hel,hel2,5,2015-06-06,2015-06-11,2015-06-12,5,NA,NA,NA,1,1,1,5,6,1,,
hel,hel2,50,2015-06-06,2015-06-11,2015-06-12,5,NA,NA,NA,1,1,1,9,0,0,,
hel,hel2,150,2015-06-06,2015-06-11,2015-06-12,5,NA,NA,NA,1,1,1,1,1,0,,
hel,hel2,500,2015-06-06,2015-06-11,2015-06-12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,lost due to wind storm,
myv,btl,5,2015-06-06,2015-06-11,2015-06-12,5,NA,NA,NA,1,1,1,143,679,1,,
myv,btl,50,2015-06-06,2015-06-11,2015-06-12,5,NA,NA,NA,1,1,1,126,56,0,,
myv,btl,150,2015-06-06,2015-06-11,2015-06-12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,dropped sample cup,
myv,flg,5,2015-06-06,2015-06-11,2015-06-12,5,NA,NA,NA,1,1,1,53,14,2,,
myv,flg,50,2015-06-06,2015-06-11,2015-06-12,5,NA,NA,NA,1,1,1,109,45,0,,
myv,flg,150,2015-06-06,2015-06-11,2015-06-12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,lost due to wind storm,
myv,flg,500,2015-06-06,2015-06-11,2015-06-12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,lost due to wind storm,
myv,hag,5,2015-06-06,2015-06-11,2015-06-12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,lost due to wind storm,
myv,hag,50,2015-06-06,2015-06-11,2015-06-12,5,NA,NA,NA,1,1,1,124,73,1,,
myv,hag,150,2015-06-06,2015-06-11,2015-06-12,5,NA,NA,NA,1,1,1,79,20,0,,
myv,hag,500,2015-06-06,2015-06-11,2015-06-12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,lost due to wind storm,
myv,kal,5,2015-06-06,2015-06-11,2015-06-12,5,NA,NA,NA,0.125,0.125,0.125,12,640,0,used midge spitter device to split the sample three times,
myv,kal,50,2015-06-06,2015-06-11,2015-06-12,5,NA,NA,NA,1,1,1,371,257,1,,
myv,kal,150,2015-06-06,2015-06-11,2015-06-12,5,NA,NA,NA,1,1,1,367,247,2,,
myv,non,5,2015-06-06,2015-06-11,2015-06-12,5,NA,NA,NA,0.25,0.25,0.25,44,1338,0,used midge splitter devicee to split the sample twice,
myv,non,50,2015-06-06,2015-06-11,2015-06-12,5,NA,NA,NA,1,1,1,165,457,1,,
myv,non,150,2015-06-06,2015-06-11,2015-06-12,5,NA,NA,NA,1,1,1,170,173,2,,
myv,skf,20,2015-06-06,2015-06-11,2015-06-12,5,NA,NA,NA,1,1,1,38,106,5,,
myv,skf,50,2015-06-06,2015-06-11,2015-06-12,5,NA,NA,NA,1,1,1,35,65,4,,
myv,skf,200,2015-06-06,2015-06-11,2015-06-12,5,NA,NA,NA,1,1,1,6,10,1,,
myv,skf,350,2015-06-06,2015-06-11,2015-06-12,5,NA,NA,NA,1,1,1,3,9,0,,
myv,vin,5,2015-06-06,2015-06-11,2015-06-12,5,NA,NA,NA,1,1,1,286,583,12,,
myv,vin,50,2015-06-06,2015-06-11,2015-06-12,5,NA,NA,NA,1,1,1,162,69,5,,
myv,vin,150,2015-06-06,2015-06-11,2015-06-12,5,NA,NA,NA,1,1,1,196,39,5,,
hel,hel1,5,2015-06-11,2015-06-27,2015-06-28,16,NA,NA,NA,1,1,1,15,33,27,sample not archived,
hel,hel1,50,2015-06-11,2015-06-27,2015-06-28,16,NA,NA,NA,1,1,1,1,20,18,very dirty sample with many terrestrial insects,
hel,hel1,150,2015-06-11,2015-06-27,2015-06-28,16,NA,NA,NA,1,1,1,0,13,15,1 other,
hel,hel1,500,2015-06-11,2015-06-27,2015-06-28,16,NA,NA,NA,1,1,1,4,23,23,sample not archived ,
hel,hel2,5,2015-06-11,2015-06-27,2015-06-28,16,NA,NA,NA,1,1,1,12,59,29,sample not archived,
hel,hel2,50,2015-06-11,2015-06-27,2015-06-28,16,NA,NA,NA,1,1,1,4,19,29,,
